0,1
9800.819397993311,1
9850.745317725756,1
9802.589297658864,1
9792.264882943145,1
9823.75434782609,1
9837.471070234114,0
9912.101839464882,0
9853.105183946489,0
9826.409197324414,0
9844.624414715723,0
9802.07307692308,0
9769.477424749164,0
9808.19397993311,0
9815.716053511707,0
9828.326588628765,1
9910.184448160537,1
9889.388127090302,0
9835.111204013378,1
9854.50635451505,1
9829.285284280937,1
9850.745317725754,1
9852.293979933109,1
9858.857357859533,1
9831.128929765888,1
9828.10535117057,1
9775.15585284281,0
9819.919565217393,1
9820.509531772575,1
9796.615886287625,1
9793.297324414716,1
9832.161371237458,1
9738.577926421405,1
9734.521906354517,0
9851.040301003346,0
9806.719063545152,0
9856.939966555186,0
9893.665384615384,0
9800.893143812711,0
9834.963712374582,0
9842.043311036792,0
9831.350167224082,0
9887.470735785953,1
9891.084280936455,1
9818.592140468229,0
9840.789632107024,1
9831.128929765886,1
9840.642140468228,1
9835.553678929764,1
9873.827759197324,1
9825.15551839465,1
9836.58612040134,1
9852.29397993311,1
9870.877926421406,0
9858.709866220737,1
9871.172909698998,1
9794.99347826087,1
9854.285117056857,1
9867.043143812709,1
9858.267391304347,1
9813.798662207359,1
9825.52424749164,1
9835.701170568564,0
9829.58026755853,1
9836.58612040134,1
9848.090468227427,1
9909.078260869564,1
9799.196989966556,1
9867.04314381271,1
9845.583110367894,1
9826.409197324416,1
9836.586120401338,0
9849.712876254182,1
9845.361872909698,1
9837.397324414715,1
9913.281772575252,1
9883.414715719065,1
9837.24983277592,1
9857.161204013377,1
9848.090468227427,1
9841.010869565218,0
9813.134949832778,1
9838.282274247493,1
9819.329598662207,1
9857.677424749167,1
9751.99966555184,1
9757.456856187291,1
9836.364882943144,0
9791.527424749165,0
9837.397324414718,0
9825.008026755855,0
9829.506521739133,0
9799.78695652174,0
9838.429765886289,0
9821.17324414716,0
9893.222909698996,0
9776.188294314381,1
9867.338127090301,1
9855.833779264216,0
9820.804515050168,1
9818.88712374582,1
